,sample,date,time,n_iter,df,cnc_uranine,cnc_SrB,area1,area2,area3,area4
198,3_3_14_CorrectionData.txt,2024-11-24 05:30:00,131.5,15,1,0.2098038577406577,0.1382161287344197,8493.05188731886,7663.762399110862,3178.808499052241,2456.251706886471
199,3_4_14_CorrectionData.txt,2024-11-24 06:15:00,132.25,15,1,0.2915771823016388,0.14005221053225664,11803.310792822249,8653.668187291101,3608.819026022522,2488.880887657304
200,3_3_15_CorrectionData.txt,2024-11-24 08:30:00,134.5,15,1,0.19479948725622118,0.12953668070175411,7885.661258599357,7141.126493123453,2572.795932256738,2302.0084268852543
201,3_4_15_CorrectionData.txt,2024-11-24 09:15:00,135.25,15,1,0.1940779948192813,0.15917475637102577,7856.454585427442,7080.879778020981,3151.15518950315,2828.7094321735754
202,3_3_16_CorrectionData.txt,2024-11-24 11:30:00,137.5,15,1,0.295026243978063,0.15916956465008672,11942.931961355018,8532.212711873059,3948.4477635803787,2828.6171696168467
203,3_4_16_CorrectionData.txt,2024-11-24 12:15:00,138.25,15,1,0.21230062793509927,0.10879309924445343,8594.123426424281,8243.669055193179,3532.928854412852,1933.3723072950736
204,3_3_17_CorrectionData.txt,2024-11-24 14:30:00,140.5,15,1,0.2718529500512209,0.14538201785890534,11004.855846643897,8989.60981612908,4063.037995353408,2583.597390451357
205,3_4_17_CorrectionData.txt,2024-11-24 15:15:00,141.25,15,1,0.2851194220914637,0.08603662302585693,11541.894758191098,8308.67117610064,3505.5926810964183,1528.9648472796678
206,3_3_18_CorrectionData.txt,2024-11-24 17:30:00,143.5,15,1,0.25310328228745343,0.15608770918302325,10245.852161475683,8833.766962388401,4210.1673665472945,2773.849228851429
207,3_4_18_CorrectionData.txt,2024-11-24 18:15:00,144.25,15,1,0.19817290687921377,0.11209046149787656,8022.220367684907,6677.64065623788,2755.9209670221635,1991.9700392483103
208,3_3_19_CorrectionData.txt,2024-11-24 20:30:00,146.5,15,1,0.21055290188472303,0.1635779089594346,8523.37387877291,7413.906104055101,3420.9644923297833,2906.958267240734
209,3_4_19_CorrectionData.txt,2024-11-24 21:15:00,147.25,15,1,0.18505843241313794,0.11710720064380488,7491.334456840591,6665.9114386402725,2361.3566626399243,2081.1229782216474
210,3_3_20_CorrectionData.txt,2024-11-24 23:30:00,149.5,15,1,0.2062447413923882,0.15017909991617862,8348.975605098049,7995.570952701208,3325.8302512644036,2668.8467828279336
